SAMPLE_ID,식품명,지역 / 제조사,채취시기,식품상세분류,1회제공량,내용량_단위,에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총 식이섬유(g),칼슘(㎎),총 아미노산(g),성분표출처,발행기관
N000407-33-10,붉은맛,부산,10월,패류,100,g,-,-,16.1,-,-,-,-,15,수('2018),국립수산과학원
N000408-33-07,붉은멍게,부산,7월,기타,100,g,78,82.2,9.2,2.6,3.7,0,37,-,수('2018),국립수산과학원
N000408-33-05,붉은멍게,부산,5월,기타,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000409-ZZ-AVG,붉은메기,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000409-33-03,붉은메기,부산,3월,어류,100,g,83,79.9,18.2,0.7,0.001,0,38,-,수('2018),국립수산과학원
N000409-15-10,붉은메기,남해서부-EEZ(214),10월,어류,100,g,-,-,18.2,-,-,-,-,14.3,수('2018),국립수산과학원
N000409-02-08,붉은메기,거제,8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000410-65-05,붕어,청평,5월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000410-65-02,붕어,청평,2월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000410-33-03,붕어,부산,3월,어류,100,g,-,-,18.1,-,-,-,-,17.2,수('2018),국립수산과학원
N000410-26-AVG,붕어,대전,평균,어류,100,g,94,78.9,18.1,1.8,0.1,0,56,-,수('2018),국립수산과학원
N000411-65-02,붕어-알,청평,2월,어류,100,g,-,-,25.6,-,-,-,-,21.3,수('2018),국립수산과학원
N000412-ZZ-AVG,붕장어,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000412-33-06,붕장어,부산,6월,어류,100,g,-,-,17.1,-,-,-,-,15.2,수('2018),국립수산과학원
N000412-33-05,붕장어,부산,5월,어류,100,g,135,74.7,17.4,6.4,0.3,0,35,-,수('2018),국립수산과학원
N000412-02-08,붕장어,거제,8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000413-65-AVG,블루길,청평,평균,어류,100,g,83,80,17.8,0.8,0.2,0,36,-,수('2018),국립수산과학원
N000413-65-08,블루길,청평,8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000413-64-06,블루길,창원(주남저수지),6월,어류,100,g,-,-,18.6,-,-,-,-,17.9,수('2018),국립수산과학원
N000414-64-12,블루길-알,창원(주남저수지),12월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000415-33-05,비단가리비,부산,5월,패류,100,g,-,-,15.2,-,-,-,-,13.5,수('2018),국립수산과학원
N000415-02-AVG,비단가리비,거제,평균,패류,100,g,76,81,14.5,1,1.4,0,61,-,수('2018),국립수산과학원
N000416-33-05,비단고둥,부산,5월,패류,100,g,95,75.3,17,1.2,2.8,0,70,-,수('2018),국립수산과학원
N000417-33-06,비단백합,부산,6월,패류,100,g,-,-,10.6,-,-,-,-,9.5,수('2018),국립수산과학원
N000418-ZZ-AVG,비틀대모자반,전국(대표),평균,해조류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000418-70-11,비틀대모자반,"통영,알래스카산",11월,해조류,100,g,-,-,25.8,-,-,-,-,25.6,수('2018),국립수산과학원
N000419-33-06,빙어,부산,6월,어류,100,g,85,79.4,18.4,0.8,0.001,0,78,-,수('2018),국립수산과학원
N000420-33-05,빨간횟대,부산,5월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000420-01-06,빨간횟대,강릉,6월,어류,100,g,74,81.1,17.1,0.1,0.3,0,48,-,수('2018),국립수산과학원
N000421-33-04,빨강부치,부산,4월,어류,100,g,71,82.5,15.8,0.5,0.001,0,23,-,수('2018),국립수산과학원
N000422-ZZ-11,빨강오징어,전국(대표),11월,두족류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000422-33-05,빨강오징어,부산,5월,두족류,100,g,-,-,16.5,-,-,-,-,14.3,수('2018),국립수산과학원
N000423-33-06,뿔돔,부산,6월,어류,100,g,97,78.4,18,2.2,0.001,0,49,-,수('2018),국립수산과학원
N000423-33-03,뿔돔,부산,3월,어류,100,g,-,-,19.5,-,-,-,-,19.1,수('2018),국립수산과학원
N000424-33-08,사당놀래기,부산,8월,어류,100,g,104,76.6,20.3,1.9,0.001,0,35,-,수('2018),국립수산과학원
N000425-65-AVG,산천어,청평,평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000425-65-05,산천어,청평,5월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000425-33-06,산천어,부산,6월,어류,100,g,117,74.6,20.3,3.3,0.1,0,21,-,수('2018),국립수산과학원
N000426-45-06,살살치,여수,6월,어류,100,g,70,82.2,15.5,0.2,0.6,-,59,-,수('2018),국립수산과학원
N000426-33-05,살살치,부산,5월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000427-ZZ-AVG,살오징어,전국(대표),평균,두족류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000427-33-11,살오징어,부산,11월,두족류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000427-33-05,살오징어,부산,5월,두족류,100,g,72,82.3,15.7,0.5,0.2,-,25,-,수('2018),국립수산과학원
N000427-33-03,살오징어,부산,3월,두족류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000428-ZZ-AVG,살오징어-소건품,전국(대표),평균,수산가공품,100,g,352,19.5,67.8,6.9,0.2,0,252,-,수('2018),국립수산과학원
N000428-39-10,살오징어-소건품,속초,10월,수산가공품,100,g,-,-,61.6,-,-,-,-,61.1,수('2018),국립수산과학원
N000428-33-05,살오징어-소건품,부산,5월,수산가공품,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000429-73-12,살오징어-수컷,포항(독도연),12월,두족류,100,g,-,-,18.6,-,-,-,-,14.1,수('2018),국립수산과학원
N000429-73-11,살오징어-수컷,포항(독도연),11월,두족류,100,g,-,-,18.2,-,-,-,-,14.6,수('2018),국립수산과학원
N000429-73-10,살오징어-수컷,포항(독도연),10월,두족류,100,g,-,-,18.4,-,-,-,-,14.2,수('2018),국립수산과학원
N000429-73-07,살오징어-수컷,포항(독도연),7월,두족류,100,g,-,-,19,-,-,-,-,15.4,수('2018),국립수산과학원
N000429-73-06,살오징어-수컷,포항(독도연),6월,두족류,100,g,-,-,18.1,-,-,-,-,14.2,수('2018),국립수산과학원
N000429-73-04,살오징어-수컷,포항(독도연),4월,두족류,100,g,-,-,19.1,-,-,-,-,14.7,수('2018),국립수산과학원
N000429-73-03,살오징어-수컷,포항(독도연),3월,두족류,100,g,-,-,18.3,-,-,-,-,16.5,수('2018),국립수산과학원
N000429-73-02,살오징어-수컷,포항(독도연),2월,두족류,100,g,-,-,20.2,-,-,-,-,13.4,수('2018),국립수산과학원
N000429-73-01,살오징어-수컷,포항(독도연),1월,두족류,100,g,-,-,19.3,-,-,-,-,15.6,수('2018),국립수산과학원
N000430-73-12,살오징어-암컷,포항(독도연),12월,두족류,100,g,-,-,19.3,-,-,-,-,13.9,수('2018),국립수산과학원
N000430-73-11,살오징어-암컷,포항(독도연),11월,두족류,100,g,-,-,18.4,-,-,-,-,14.7,수('2018),국립수산과학원
N000430-73-10,살오징어-암컷,포항(독도연),10월,두족류,100,g,-,-,18.1,-,-,-,-,13.9,수('2018),국립수산과학원
N000430-73-07,살오징어-암컷,포항(독도연),7월,두족류,100,g,-,-,19.1,-,-,-,-,12.4,수('2018),국립수산과학원
N000430-73-06,살오징어-암컷,포항(독도연),6월,두족류,100,g,-,-,16.7,-,-,-,-,12.9,수('2018),국립수산과학원
N000430-73-04,살오징어-암컷,포항(독도연),4월,두족류,100,g,-,-,19.5,-,-,-,-,14.7,수('2018),국립수산과학원
N000430-73-03,살오징어-암컷,포항(독도연),3월,두족류,100,g,-,-,18.9,-,-,-,-,15.6,수('2018),국립수산과학원
N000430-73-02,살오징어-암컷,포항(독도연),2월,두족류,100,g,-,-,19.6,-,-,-,-,13.8,수('2018),국립수산과학원
N000430-73-01,살오징어-암컷,포항(독도연),1월,두족류,100,g,-,-,18.6,-,-,-,-,15.3,수('2018),국립수산과학원
N000431-ZZ-AVG,살오징어-젓갈,전국(대표),평균,수산가공품,100,g,77,63.9,14.3,0.9,2,0,139,-,수('2018),국립수산과학원
N000432-ZZ-AVG,살오징어-조미훈제품,전국(대표),평균,수산가공품,100,g,215,45.7,34.4,2,12.4,0,29,-,수('2018),국립수산과학원
N000433-76-06,살조개,사천,6월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000433-33-02,살조개,부산,2월,패류,100,g,89,78.4,14.2,1.5,3.6,0,145,-,수('2018),국립수산과학원
N000434-72-06,삼세기,포항,6월,어류,100,g,97,77.3,18.6,1.8,0.5,0,20,-,수('2018),국립수산과학원
N000434-72-05,삼세기,포항,5월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000434-33-05,삼세기,부산,5월,어류,100,g,-,-,17.9,-,-,-,-,14.4,수('2018),국립수산과학원
N000434-02-08,삼세기,거제,8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000435-ZZ-AVG,삼치,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000435-33-10,삼치,부산,10월,어류,100,g,-,-,20.1,-,-,-,-,18.2,수('2018),국립수산과학원
N000435-33-05,삼치,부산,5월,어류,100,g,108,73.9,19,2.7,0.6,0,9,-,수('2018),국립수산과학원
N000435-18-03,삼치,남해서부-EEZ(232),3월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000436-ZZ-AVG,삼치-보통육,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000437-ZZ-AVG,삼치-혈합육,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000438-54-08,상괭이,울산(고래연),8월,기타,100,g,-,-,26.2,-,-,-,-,21.8,수('2018),국립수산과학원
N000439-ZZ-AVG,새꼬막,전국(대표),평균,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000439-48-12,새꼬막,여수(여자만),12월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000439-48-10,새꼬막,여수(여자만),10월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000439-48-09,새꼬막,여수(여자만),9월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000439-48-08,새꼬막,여수(여자만),8월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000439-48-07,새꼬막,여수(여자만),7월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000439-48-06,새꼬막,여수(여자만),6월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000439-48-05,새꼬막,여수(여자만),5월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000439-45-AVG,새꼬막,여수,평균,패류,100,g,-,-,12.3,-,-,-,-,8.9,수('2018),국립수산과학원
N000439-33-05,새꼬막,부산,5월,패류,100,g,87,78.8,11.9,1.7,5.1,0,96,-,수('2018),국립수산과학원
N000440-33-11,새날치,부산,11월,어류,100,g,-,-,23.8,-,-,-,-,22.9,수('2018),국립수산과학원
N000441-33-11,새다래,부산,11월,어류,100,g,-,-,23.1,-,-,-,-,21.8,수('2018),국립수산과학원
N000441-33-05,새다래,부산,5월,어류,100,g,104,76.9,18.9,2.6,0.001,-,8,-,수('2018),국립수산과학원
N000442-76-05,새조개,사천,5월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000442-70-04,새조개,"통영,알래스카산",4월,패류,100,g,114,73.9,21.5,1.9,1.3,0,32,-,수('2018),국립수산과학원
N000442-33-03,새조개,부산,3월,패류,100,g,-,-,11.8,-,-,-,-,11.4,수('2018),국립수산과학원
N000443-33-05,샛돔,부산,5월,어류,100,g,121,76.4,16.3,5.5,0.2,-,15,-,수('2018),국립수산과학원
N000443-33-03,샛돔,부산,3월,어류,100,g,-,-,19,-,-,-,-,18.6,수('2018),국립수산과학원
N000444-76-03,샛멸,사천,3월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000445-ZZ-AVG,서실,전국(대표),평균,해조류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000445-70-11,서실,"통영,알래스카산",11월,해조류,100,g,-,-,23.4,-,-,-,-,22.2,수('2018),국립수산과학원
N000446-ZZ-AVG,석묵-소건품,전국(대표),평균,수산가공품,100,g,148,15.3,9.6,0.2,9.1,54.8,215,-,수('2018),국립수산과학원
N000447-33-05,선홍치,부산,5월,어류,100,g,-,-,22.1,-,-,-,-,22.1,수('2018),국립수산과학원
N000448-45-06,성대,여수,6월,어류,100,g,94,77.5,19.9,1,0.2,0,22,-,수('2018),국립수산과학원
N000448-33-06,성대,부산,6월,어류,100,g,-,-,19.8,-,-,-,-,18.5,수('2018),국립수산과학원
N000448-33-05,성대,부산,5월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000448-02-08,성대,거제,8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000449-72-06,세고리물레고둥,포항,6월,패류,100,g,74,79.2,15,0.1,2.4,-,163,-,수('2018),국립수산과학원
N000450-ZZ-AVG,소라,전국(대표),평균,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000450-59-AVG,소라,제주,평균,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000450-45-06,소라,여수,6월,패류,100,g,107,72.5,20.7,0.3,4,0,92,-,수('2018),국립수산과학원
N000450-33-05,소라,부산,5월,패류,100,g,-,-,17.3,-,-,-,-,14.3,수('2018),국립수산과학원
N000451-59-AVG,소라-근육,제주,평균,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000452-59-AVG,소라-내장,제주,평균,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000453-43-05,송어,양양,5월,어류,100,g,121,73.8,21,3.4,0.1,0,35,-,수('2018),국립수산과학원
N000453-33-05,송어,부산,5월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000454-33-05,쇠갑오징어,부산,5월,두족류,100,g,79,80.6,16.9,0.7,0.2,-,14,-,수('2018),국립수산과학원
N000455-54-08,쇠돌고래,울산(고래연),8월,기타,100,g,-,-,25.5,-,-,-,-,20.7,수('2018),국립수산과학원
N000456-53-05,쇠미역,완도,5월,해조류,100,g,-,-,1.7,-,-,-,-,1.3,수('2018),국립수산과학원
N000456-53-04,쇠미역,완도,4월,해조류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000457-53-10,쇠미역-소건품,완도,10월,수산가공품,100,g,-,-,15.1,-,-,-,-,8,수('2018),국립수산과학원
N000458-45-05,수랑,여수,5월,패류,100,g,86,78.8,15.9,0.7,2.9,0,57,-,수('2018),국립수산과학원
N000459-76-05,수조기,사천,5월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000459-33-04,수조기,부산,4월,어류,100,g,-,-,17.7,-,-,-,-,16.6,수('2018),국립수산과학원
N000460-63-05,순채,진해,5월,해조류,100,g,25,87.4,2.5,0.7,7.1,1.3,171,-,수('2018),국립수산과학원
N000461-33-04,술봉가자미,부산,4월,어류,100,g,84,80.6,16.8,1.4,0.001,0,44,-,수('2018),국립수산과학원
N000462-ZZ-AVG,숭어,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000462-76-02,숭어,사천,2월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000462-33-05,숭어,부산,5월,어류,100,g,107,74.1,21.7,1.5,0.4,0,42,-,수('2018),국립수산과학원
N000462-33-04,숭어,부산,4월,어류,100,g,-,-,20,-,-,-,-,18.4,수('2018),국립수산과학원
N000463-33-12,실꼬리돔,부산,12월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000463-33-07,실꼬리돔,부산,7월,어류,100,g,-,-,21.8,-,-,-,-,19.9,수('2018),국립수산과학원
N000463-33-03,실꼬리돔,부산,3월,어류,100,g,107,76.3,19.8,2.5,0.1,0,44,-,수('2018),국립수산과학원
N000464-70-03,쌍동가리,"통영,알래스카산",3월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000464-33-06,쌍동가리,부산,6월,어류,100,g,101,76.6,20.8,1.4,0.001,0,56,-,수('2018),국립수산과학원
N000465-33-04,쌍뿔달재,부산,4월,어류,100,g,75,81.2,16.9,0.4,0.1,0,81,-,수('2018),국립수산과학원
N000466-65-AVG,쏘가리,청평,평균,어류,100,g,-,-,20,-,-,-,-,17.8,수('2018),국립수산과학원
N000466-65-12,쏘가리,청평,12월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000466-65-11,쏘가리,청평,11월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000466-65-09,쏘가리,청평,9월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000466-65-08,쏘가리,청평,8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000466-65-05,쏘가리,청평,5월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000466-65-04,쏘가리,청평,4월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000466-65-03,쏘가리,청평,3월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000466-26-AVG,쏘가리,대전,평균,어류,100,g,111,77.6,17.2,4.1,0.001,0,71,-,수('2018),국립수산과학원
N000467-65-07,쏘가리-알,청평,7월,어류,100,g,-,-,17.3,-,-,-,-,16.4,수('2018),국립수산과학원
N000468-ZZ-AVG,쏙,전국(대표),평균,갑각류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000468-68-06,쏙,태안,6월,갑각류,100,g,-,-,11.1,-,-,-,-,10,수('2018),국립수산과학원
N000468-68-04,쏙,태안,4월,갑각류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000468-32-10,쏙,보령(대),10월,갑각류,100,g,85,77.8,14.9,0.8,3.7,-,756,-,수('2018),국립수산과학원
N000469-59-09,쏨뱅이,제주,9월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000469-45-06,쏨뱅이,여수,6월,어류,100,g,90,78.1,19.9,0.6,0.1,0,44,-,수('2018),국립수산과학원
N000470-45-06,쑤기미,여수,6월,어류,100,g,84,79.3,18.5,0.4,0.5,-,32,-,수('2018),국립수산과학원
N000471-59-09,쑥감펭,제주,9월,어류,100,g,-,-,-,0,-,-,-,-,수('2018),국립수산과학원
N000471-33-06,쑥감펭,부산,6월,어류,100,g,83,79.3,19,0.3,0.001,0,56,-,수('2018),국립수산과학원
N000472-ZZ-AVG,아귀,전국(대표),평균,어류,100,g,63,84,14.1,0.2,0.5,0,10,-,수('2018),국립수산과학원
N000472-72-02,아귀,포항,2월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000472-33-04,아귀,부산,4월,어류,100,g,-,-,13.2,-,-,-,-,12,수('2018),국립수산과학원
N000473-72-02,아귀-간,포항,2월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000473-33-09,아귀-간,부산,9월,어류,100,g,432,44.5,10.4,39,5.2,0,18,-,수('2018),국립수산과학원
N000473-02-08,아귀-간,거제,8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000474-02-08,아귀-근육,거제,8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000475-02-08,아귀-내장,거제,8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000476-02-08,아귀-대창,거제,8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000477-33-06,아귀-조미건품(포),부산,6월,수산가공품,100,g,304,21.5,41.2,1.3,31.5,-,266,39.8,수('2018),국립수산과학원
N000478-59-09,아홉동가리,제주,9월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000478-33-07,아홉동가리,부산,7월,어류,100,g,106,76.5,19.8,2.3,0.1,0,28,-,수('2018),국립수산과학원
N000479-ZZ-AVG,악상어,전국(대표),평균,어류,100,g,284,61.5,13.4,24.2,0.001,-,30,-,수('2018),국립수산과학원
N000480-33-05,애기삿갓조개,부산,5월,패류,100,g,-,-,16,-,-,-,-,13.4,수('2018),국립수산과학원
N000481-ZZ-AVG,애기청각,전국(대표),평균,해조류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000482-33-07,애꼬치,부산,7월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000483-60-07,양미리,주문진,7월,어류,100,g,123,73.7,21.5,3.4,0.001,0,69,-,수('2018),국립수산과학원
N000484-33-12,양미리-반건품,부산,12월,수산가공품,100,g,-,-,23.4,-,-,-,-,23,수('2018),국립수산과학원
N000485-33-10,양태,부산,10월,어류,100,g,-,-,20,-,-,-,-,19.7,수('2018),국립수산과학원
N000485-33-05,양태,부산,5월,어류,100,g,87,78.3,20,0.2,0.1,-,101,-,수('2018),국립수산과학원
N000486-33-05,어름돔,부산,5월,어류,100,g,94,77.3,19.5,1.2,0.4,-,28,-,수('2018),국립수산과학원
N000486-33-03,어름돔,부산,3월,어류,100,g,-,-,18.9,-,-,-,-,18.6,수('2018),국립수산과학원
N000487-33-05,얼룩통구멍,부산,5월,어류,100,g,82,80.1,18.2,0.5,0.001,0,70,-,수('2018),국립수산과학원
N000487-33-03,얼룩통구멍,부산,3월,어류,100,g,-,-,19.4,-,-,-,-,18.6,수('2018),국립수산과학원
N000488-33-07,여덟동가리,부산,7월,어류,100,g,110,76.4,19.2,3.1,0.001,0,36,18.7,수('2018),국립수산과학원
N000489-43-11,연어,양양,11월,어류,100,g,-,-,19.4,-,-,-,-,19,수('2018),국립수산과학원
N000489-43-08,연어,양양,8월,어류,100,g,106,75.8,20.6,1.9,0.2,0,24,-,수('2018),국립수산과학원
N000491-43-11,연어-알,양양,11월,어류,100,g,-,-,24.3,-,-,-,-,20.5,수('2018),국립수산과학원
N000492-70-06,연어-통조림(기름담금),"통영,알래스카산",6월,수산가공품,100,g,204,68.7,14.9,14.9,0.1,-,54,14.3,수('2018),국립수산과학원
N000493-70-06,연어-통조림(조미),"통영,알래스카산",6월,수산가공품,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000494-70-06,연어-훈제품,"통영,알래스카산",6월,수산가공품,100,g,174,66.4,21.8,8.2,1.2,-,134,19.5,수('2018),국립수산과학원
N000495-33-11,연어병치 (수정수정),부산,11월,어류,100,g,-,-,30,-,-,-,-,19.2,수('2018),국립수산과학원
N000496-33-07,열쌍동가리,부산,7월,어류,100,g,86,79.2,18.3,0.9,0.1,0,35,-,수('2018),국립수산과학원
N000497-65-11,염주알다슬기,청평,11월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000497-03-11,염주알다슬기,경기,11월,패류,100,g,113,71.3,12.7,1.4,11.2,-,1098,-,수('2018),국립수산과학원
N000498-81-06,오분자기,제주(한수리),6월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000498-59-AVG,오분자기,제주,평균,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000498-59-12,오분자기,제주,12월,패류,100,g,95,78.1,13.3,2.1,4.6,0,89,-,수('2018),국립수산과학원
N000499-33-05,옥돔,부산,5월,어류,100,g,82,79.5,18.1,0.2,0.9,-,40,-,수('2018),국립수산과학원
N000499-33-04,옥돔,부산,4월,어류,100,g,-,-,18.6,-,-,-,-,17.9,수('2018),국립수산과학원
N000500-ZZ-AVG,옥돔-반건품,전국(대표),평균,수산가공품,100,g,104,73.5,19.5,2.3,0.001,0,29,-,수('2018),국립수산과학원
N000501-33-06,옥돔-염장품,부산,6월,수산가공품,100,g,-,-,16,-,-,-,-,15.7,수('2018),국립수산과학원
N000502-07-AVG,왕게,구룡포,평균,갑각류,100,g,67,83,13.7,0.7,0.6,-,69,-,수('2018),국립수산과학원
N000503-76-02,왕우럭조개,사천,2월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000503-33-05,왕우럭조개,부산,5월,패류,100,g,101,76.6,16.4,2.2,2.7,0,85,-,수('2018),국립수산과학원
N000504-65-03,왕우렁,청평,3월,패류,100,g,66,83.1,10.6,0.9,3.1,0,1567,-,수('2018),국립수산과학원
N000505-55-07,용가자미,인천,7월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000505-33-06,용가자미,부산,6월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000505-33-05,용가자미,부산,5월,어류,100,g,82,79.9,18.1,0.6,0.1,-,48,-,수('2018),국립수산과학원
N000506-76-06,용서대,사천,6월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000507-45-06,용치놀래기,여수,6월,어류,100,g,85,78.6,19.3,0.2,0.4,-,37,-,수('2018),국립수산과학원
N000507-33-10,용치놀래기,부산,10월,어류,100,g,-,-,19.3,-,-,-,-,16.8,수('2018),국립수산과학원
N000508-33-06,우각바리,부산,6월,어류,100,g,91,78.3,19,1.2,0.001,0,85,-,수('2018),국립수산과학원
N000509-ZZ-AVG,우럭,전국(대표),평균,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000509-33-08,우럭,부산,8월,패류,100,g,99,76.8,16.3,2,2.7,0,56,-,수('2018),국립수산과학원
N000509-33-07,우럭,부산,7월,패류,100,g,-,-,16.1,-,-,-,-,15.4,수('2018),국립수산과학원
N000510-52-09,우럭볼락,영암(선덕),9월,어류,100,g,-,-,19.3,-,-,-,-,18,수('2018),국립수산과학원
N000510-51-09,우럭볼락,영암,9월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000510-33-04,우럭볼락,부산,4월,어류,100,g,88,79.2,18.3,1.1,0.1,0,28,-,수('2018),국립수산과학원
N000511-ZZ-AVG,우뭇가사리,전국(대표),평균,해조류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000511-53-10,우뭇가사리,완도,10월,해조류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000511-33-06,우뭇가사리,부산,6월,해조류,100,g,52,70.3,4.2,0.2,18.5,3,183,-,수('2018),국립수산과학원
N000511-33-03,우뭇가사리,부산,3월,해조류,100,g,-,-,14.9,-,-,-,-,13.2,수('2018),국립수산과학원
N000512-ZZ-AVG,우뭇가사리-우무,전국(대표),평균,수산가공품,100,g,2,99,0.1,0,0.8,0,10,-,수('2018),국립수산과학원
N000513-ZZ-AVG,우뭇가사리-한천,전국(대표),평균,수산가공품,100,g,154,20.1,2.3,0.1,74.6,0,523,-,수('2018),국립수산과학원
N000514-33-10,웅어,부산,10월,어류,100,g,-,-,16.8,-,-,-,-,16.8,수('2018),국립수산과학원
N000514-33-07,웅어,부산,7월,어류,100,g,169,72.1,15.9,10.8,0.001,0,84,-,수('2018),국립수산과학원
N000515-33-07,위고둥,부산,7월,패류,100,g,-,-,17.9,-,-,-,-,17.9,수('2018),국립수산과학원
